format,year,month,rank,country,rating
odi,1981,1,1,England,135
odi,1981,1,2,West Indies,125
odi,1981,1,3,Australia,111
odi,1981,1,4,India,92
odi,1981,1,5,New Zealand,88
odi,1981,1,6,Pakistan,73
odi,1981,2,1,England,135
odi,1981,2,2,West Indies,125
odi,1981,2,3,Australia,113
odi,1981,2,4,New Zealand,101
odi,1981,2,5,India,76
odi,1981,2,6,Pakistan,73
odi,1981,6,1,West Indies,133
odi,1981,6,2,England,129
odi,1981,6,3,Australia,113
odi,1981,6,4,New Zealand,102
odi,1981,6,5,Pakistan,73
odi,1981,6,6,India,72
odi,1981,8,1,West Indies,133
odi,1981,8,2,England,120
odi,1981,8,3,Australia,119
odi,1981,8,4,New Zealand,102
odi,1981,8,5,India,75
odi,1981,8,6,Pakistan,68
odi,1981,11,1,West Indies,134
odi,1981,11,2,England,120
odi,1981,11,3,Australia,119
odi,1981,11,4,New Zealand,102
odi,1981,11,5,India,75
odi,1981,11,6,Pakistan,65
odi,1981,12,1,England,121
odi,1981,12,2,West Indies,118
odi,1981,12,3,Australia,118
odi,1981,12,4,Pakistan,105
odi,1981,12,5,New Zealand,102
odi,1981,12,6,India,74
odi,1982,1,1,West Indies,125
odi,1982,1,2,England,113
odi,1982,1,3,Pakistan,111
odi,1982,1,4,Australia,111
odi,1982,1,5,New Zealand,102
odi,1982,1,6,India,83
odi,1982,2,1,West Indies,131
odi,1982,2,2,Australia,110
odi,1982,2,3,New Zealand,108
odi,1982,2,4,England,106
odi,1982,2,5,Pakistan,101
odi,1982,2,6,India,90
odi,1982,3,1,West Indies,131
odi,1982,3,2,Australia,113
odi,1982,3,3,Pakistan,105
odi,1982,3,4,England,102
odi,1982,3,5,New Zealand,101
odi,1982,3,6,India,90
odi,1982,6,1,West Indies,131
odi,1982,6,2,Australia,113
odi,1982,6,3,England,104
odi,1982,6,4,Pakistan,103
odi,1982,6,5,New Zealand,101
odi,1982,6,6,India,87
odi,1982,7,1,West Indies,131
odi,1982,7,2,Australia,113
odi,1982,7,3,England,109
odi,1982,7,4,New Zealand,101
odi,1982,7,5,Pakistan,100
odi,1982,7,6,India,85
odi,1982,8,1,West Indies,133
odi,1982,8,2,Australia,111
odi,1982,8,3,England,105
odi,1982,8,4,Pakistan,99
odi,1982,8,5,New Zealand,98
odi,1982,8,6,India,86
odi,1982,9,1,West Indies,133
odi,1982,9,2,Australia,111
odi,1982,9,3,England,105
odi,1982,9,4,Pakistan,99
odi,1982,9,5,New Zealand,98
odi,1982,9,6,India,93
odi,1982,10,1,West Indies,133
odi,1982,10,2,Pakistan,108
odi,1982,10,3,Australia,105
odi,1982,10,4,England,105
odi,1982,10,5,India,99
odi,1982,10,6,New Zealand,98
odi,1982,10,7,Sri Lanka,68
odi,1982,12,1,West Indies,133
odi,1982,12,2,Pakistan,111
odi,1982,12,3,Australia,105
odi,1982,12,4,England,105
odi,1982,12,5,New Zealand,98
odi,1982,12,6,India,96
odi,1982,12,7,Sri Lanka,68
odi,1983,1,1,West Indies,133
odi,1983,1,2,Pakistan,109
odi,1983,1,3,Australia,107
odi,1983,1,4,England,105
odi,1983,1,5,India,98
odi,1983,1,6,New Zealand,93
odi,1983,1,7,Sri Lanka,68
odi,1983,2,1,West Indies,133
odi,1983,2,2,Pakistan,111
odi,1983,2,3,New Zealand,110
odi,1983,2,4,Australia,101
odi,1983,2,5,England,99
odi,1983,2,6,India,95
odi,1983,2,7,Sri Lanka,68
odi,1983,3,1,West Indies,133
odi,1983,3,2,Pakistan,111
odi,1983,3,3,New Zealand,108
odi,1983,3,4,Australia,107
odi,1983,3,5,India,95
odi,1983,3,6,England,92
odi,1983,3,7,Sri Lanka,67
odi,1983,4,1,West Indies,129
odi,1983,4,2,Pakistan,111
odi,1983,4,3,New Zealand,110
odi,1983,4,4,Australia,105
odi,1983,4,5,India,99
odi,1983,4,6,England,92
odi,1983,4,7,Sri Lanka,64
odi,1983,6,1,West Indies,129
odi,1983,6,2,Pakistan,111
odi,1983,6,3,New Zealand,108
odi,1983,6,4,Australia,100
odi,1983,6,5,India,99
odi,1983,6,6,England,95
odi,1983,6,7,Sri Lanka,80
odi,1983,8,1,West Indies,122
odi,1983,8,2,India,114
odi,1983,8,3,New Zealand,109
odi,1983,8,4,Pakistan,108
odi,1983,8,5,England,98
odi,1983,8,6,Australia,94
odi,1983,8,7,Sri Lanka,77
odi,1983,9,1,West Indies,122
odi,1983,9,2,India,117
odi,1983,9,3,New Zealand,109
odi,1983,9,4,Pakistan,105
odi,1983,9,5,England,98
odi,1983,9,6,Australia,94
odi,1983,9,7,Sri Lanka,77
odi,1983,10,1,West Indies,122
odi,1983,10,2,India,120
odi,1983,10,3,New Zealand,109
odi,1983,10,4,Pakistan,103
odi,1983,10,5,England,98
odi,1983,10,6,Australia,94
odi,1983,10,7,Sri Lanka,77
odi,1983,11,1,West Indies,130
odi,1983,11,2,India,114
odi,1983,11,3,New Zealand,109
odi,1983,11,4,Pakistan,103
odi,1983,11,5,England,98
odi,1983,11,6,Australia,94
odi,1983,11,7,Sri Lanka,77
odi,1983,12,1,West Indies,132
odi,1983,12,2,India,112
odi,1983,12,3,New Zealand,109
odi,1983,12,4,Pakistan,103
odi,1983,12,5,England,98
odi,1983,12,6,Australia,94
odi,1983,12,7,Sri Lanka,77
odi,1984,1,1,West Indies,137
odi,1984,1,2,India,109
odi,1984,1,3,New Zealand,109
odi,1984,1,4,Pakistan,103
odi,1984,1,5,England,98
odi,1984,1,6,Australia,94
odi,1984,1,7,Sri Lanka,77
odi,1984,2,1,West Indies,137
odi,1984,2,2,India,109
odi,1984,2,3,New Zealand,109
odi,1984,2,4,Australia,101
odi,1984,2,5,England,98
odi,1984,2,6,Pakistan,94
odi,1984,2,7,Sri Lanka,77
odi,1984,3,1,West Indies,134
odi,1984,3,2,India,109
odi,1984,3,3,New Zealand,106
odi,1984,3,4,Australia,103
odi,1984,3,5,England,102
odi,1984,3,6,Pakistan,94
odi,1984,3,7,Sri Lanka,75
odi,1984,4,1,West Indies,132
odi,1984,4,2,India,109
odi,1984,4,3,Australia,105
odi,1984,4,4,New Zealand,104
odi,1984,4,5,England,101
odi,1984,4,6,Pakistan,94
odi,1984,4,7,Sri Lanka,79
odi,1984,5,1,West Indies,134
odi,1984,5,2,India,112
odi,1984,5,3,Australia,104
odi,1984,5,4,New Zealand,104
odi,1984,5,5,England,100
odi,1984,5,6,Pakistan,91
odi,1984,5,7,Sri Lanka,82
odi,1984,6,1,West Indies,131
odi,1984,6,2,India,112
odi,1984,6,3,Australia,104
odi,1984,6,4,New Zealand,104
odi,1984,6,5,England,104
odi,1984,6,6,Pakistan,91
odi,1984,6,7,Sri Lanka,82
odi,1984,8,1,West Indies,133
odi,1984,8,2,India,113
odi,1984,8,3,Australia,105
odi,1984,8,4,England,104
odi,1984,8,5,New Zealand,103
odi,1984,8,6,Pakistan,86
odi,1984,8,7,Sri Lanka,82
odi,1984,9,1,West Indies,133
odi,1984,9,2,India,108
odi,1984,9,3,Australia,108
odi,1984,9,4,England,104
odi,1984,9,5,New Zealand,103
odi,1984,9,6,Pakistan,86
odi,1984,9,7,Sri Lanka,82
odi,1984,10,1,West Indies,133
odi,1984,10,2,Australia,111
odi,1984,10,3,England,104
odi,1984,10,4,India,104
odi,1984,10,5,New Zealand,103
odi,1984,10,6,Pakistan,86
odi,1984,10,7,Sri Lanka,82
odi,1984,11,1,West Indies,133
odi,1984,11,2,Australia,113
odi,1984,11,3,England,104
odi,1984,11,4,New Zealand,98
odi,1984,11,5,India,97
odi,1984,11,6,Pakistan,91
odi,1984,11,7,Sri Lanka,90
odi,1984,12,1,West Indies,133
odi,1984,12,2,Australia,113
odi,1984,12,3,England,104
odi,1984,12,4,New Zealand,97
odi,1984,12,5,India,97
odi,1984,12,6,Pakistan,94
odi,1984,12,7,Sri Lanka,86
odi,1985,1,1,West Indies,134
odi,1985,1,2,Australia,112
odi,1985,1,3,England,110
odi,1985,1,4,Pakistan,97
odi,1985,1,5,New Zealand,94
odi,1985,1,6,India,92
odi,1985,1,7,Sri Lanka,86
odi,1985,2,1,West Indies,140
odi,1985,2,2,England,110
odi,1985,2,3,Australia,108
odi,1985,2,4,New Zealand,99
odi,1985,2,5,Pakistan,92
odi,1985,2,6,India,92
odi,1985,2,7,Sri Lanka,82
odi,1985,3,1,West Indies,139
odi,1985,3,2,Australia,109
odi,1985,3,3,New Zealand,102
odi,1985,3,4,England,101
odi,1985,3,5,India,97
odi,1985,3,6,Pakistan,94
odi,1985,3,7,Sri Lanka,79
odi,1985,4,1,West Indies,138
odi,1985,4,2,India,107
odi,1985,4,3,Australia,107
odi,1985,4,4,New Zealand,98
odi,1985,4,5,Pakistan,96
odi,1985,4,6,England,96
odi,1985,4,7,Sri Lanka,79
odi,1985,5,1,West Indies,138
odi,1985,5,2,Australia,108
odi,1985,5,3,India,107
odi,1985,5,4,New Zealand,97
odi,1985,5,5,Pakistan,96
odi,1985,5,6,England,94
odi,1985,5,7,Sri Lanka,79
odi,1985,6,1,West Indies,138
odi,1985,6,2,Australia,109
odi,1985,6,3,India,107
odi,1985,6,4,New Zealand,97
odi,1985,6,5,Pakistan,96
odi,1985,6,6,England,93
odi,1985,6,7,Sri Lanka,79
odi,1985,8,1,West Indies,141
odi,1985,8,2,Australia,111
odi,1985,8,3,India,105
odi,1985,8,4,Pakistan,95
odi,1985,8,5,England,94
odi,1985,8,6,New Zealand,93
odi,1985,8,7,Sri Lanka,80
odi,1985,9,1,West Indies,141
odi,1985,9,2,Australia,111
odi,1985,9,3,India,102
odi,1985,9,4,Pakistan,95
odi,1985,9,5,England,94
odi,1985,9,6,New Zealand,93
odi,1985,9,7,Sri Lanka,84
odi,1985,10,1,West Indies,141
odi,1985,10,2,Australia,111
odi,1985,10,3,India,102
odi,1985,10,4,Pakistan,98
odi,1985,10,5,England,94
odi,1985,10,6,New Zealand,93
odi,1985,10,7,Sri Lanka,81
odi,1985,11,1,West Indies,141
odi,1985,11,2,Australia,111
odi,1985,11,3,Pakistan,103
odi,1985,11,4,India,102
odi,1985,11,5,England,94
odi,1985,11,6,New Zealand,93
odi,1985,11,7,Sri Lanka,76
odi,1985,12,1,West Indies,139
odi,1985,12,2,Australia,111
odi,1985,12,3,Pakistan,107
odi,1985,12,4,India,98
odi,1985,12,5,England,94
odi,1985,12,6,New Zealand,93
odi,1985,12,7,Sri Lanka,76
odi,1986,1,1,West Indies,137
odi,1986,1,2,Australia,111
odi,1986,1,3,Pakistan,109
odi,1986,1,4,India,101
odi,1986,1,5,England,94
odi,1986,1,6,New Zealand,90
odi,1986,1,7,Sri Lanka,76
odi,1986,2,1,West Indies,137
odi,1986,2,2,Australia,111
odi,1986,2,3,Pakistan,109
odi,1986,2,4,India,100
odi,1986,2,5,England,94
odi,1986,2,6,New Zealand,91
odi,1986,2,7,Sri Lanka,76
odi,1986,3,1,West Indies,138
odi,1986,3,2,Australia,114
odi,1986,3,3,Pakistan,110
odi,1986,3,4,India,97
odi,1986,3,5,England,93
odi,1986,3,6,New Zealand,91
odi,1986,3,7,Sri Lanka,75
odi,1986,4,1,West Indies,136
odi,1986,4,2,Pakistan,111
odi,1986,4,3,Australia,111
odi,1986,4,4,England,98
odi,1986,4,5,India,97
odi,1986,4,6,New Zealand,95
odi,1986,4,7,Sri Lanka,72
odi,1986,5,1,West Indies,136
odi,1986,5,2,Pakistan,113
odi,1986,5,3,Australia,110
odi,1986,5,4,India,100
odi,1986,5,5,England,95
odi,1986,5,6,New Zealand,91
odi,1986,5,7,Sri Lanka,75
odi,1986,7,1,West Indies,136
odi,1986,7,2,Pakistan,113
odi,1986,7,3,Australia,110
odi,1986,7,4,India,98
odi,1986,7,5,England,95
odi,1986,7,6,New Zealand,93
odi,1986,7,7,Sri Lanka,75
odi,1986,8,1,West Indies,134
odi,1986,8,2,Pakistan,120
odi,1986,8,3,Australia,109
odi,1986,8,4,India,97
odi,1986,8,5,England,96
odi,1986,8,6,New Zealand,91
odi,1986,8,7,Sri Lanka,73
odi,1986,9,1,West Indies,134
odi,1986,9,2,Pakistan,120
odi,1986,9,3,Australia,106
odi,1986,9,4,India,100
odi,1986,9,5,England,96
odi,1986,9,6,New Zealand,91
odi,1986,9,7,Sri Lanka,73
odi,1986,10,1,West Indies,134
odi,1986,10,2,Pakistan,120
odi,1986,10,3,Australia,105
odi,1986,10,4,India,100
odi,1986,10,5,England,96
odi,1986,10,6,New Zealand,91
odi,1986,10,7,Sri Lanka,73
odi,1986,11,1,West Indies,139
odi,1986,11,2,Pakistan,117
odi,1986,11,3,Australia,105
odi,1986,11,4,India,101
odi,1986,11,5,England,96
odi,1986,11,6,New Zealand,91
odi,1986,11,7,Sri Lanka,73
odi,1986,12,1,West Indies,140
odi,1986,12,2,Pakistan,117
odi,1986,12,3,Australia,105
odi,1986,12,4,India,101
odi,1986,12,5,England,96
odi,1986,12,6,New Zealand,91
odi,1986,12,7,Sri Lanka,70
odi,1987,1,1,West Indies,137
odi,1987,1,2,Pakistan,121
odi,1987,1,3,Australia,103
odi,1987,1,4,England,101
odi,1987,1,5,India,97
odi,1987,1,6,New Zealand,91
odi,1987,1,7,Sri Lanka,75
odi,1987,2,1,West Indies,130
odi,1987,2,2,Pakistan,119
odi,1987,2,3,England,114
odi,1987,2,4,Australia,107
odi,1987,2,5,India,99
odi,1987,2,6,New Zealand,91
odi,1987,2,7,Sri Lanka,69
odi,1987,3,1,West Indies,126
odi,1987,3,2,England,121
odi,1987,3,3,Pakistan,120
odi,1987,3,4,Australia,107
odi,1987,3,5,India,98
odi,1987,3,6,New Zealand,91
odi,1987,3,7,Sri Lanka,69
odi,1987,4,1,West Indies,127
odi,1987,4,2,Pakistan,120
odi,1987,4,3,England,118
odi,1987,4,4,Australia,107
odi,1987,4,5,India,100
odi,1987,4,6,New Zealand,89
odi,1987,4,7,Sri Lanka,69
odi,1987,5,1,West Indies,127
odi,1987,5,2,England,123
odi,1987,5,3,Pakistan,120
odi,1987,5,4,Australia,104
odi,1987,5,5,India,100
odi,1987,5,6,New Zealand,89
odi,1987,5,7,Sri Lanka,69
odi,1987,8,1,England,130
odi,1987,8,2,West Indies,123
odi,1987,8,3,Pakistan,121
odi,1987,8,4,Australia,102
odi,1987,8,5,India,100
odi,1987,8,6,New Zealand,87
odi,1987,8,7,Sri Lanka,67
odi,1987,10,1,England,130
odi,1987,10,2,West Indies,123
odi,1987,10,3,Pakistan,122
odi,1987,10,4,Australia,102
odi,1987,10,5,India,100
odi,1987,10,6,New Zealand,87
odi,1987,10,7,Sri Lanka,66
odi,1987,11,1,England,130
odi,1987,11,2,Pakistan,124
odi,1987,11,3,West Indies,120
odi,1987,11,4,Australia,107
odi,1987,11,5,India,103
odi,1987,11,6,New Zealand,76
odi,1987,11,7,Sri Lanka,62
odi,1987,12,1,England,133
odi,1987,12,2,West Indies,121
odi,1987,12,3,Pakistan,120
odi,1987,12,4,Australia,110
odi,1987,12,5,India,101
odi,1987,12,6,New Zealand,76
odi,1987,12,7,Sri Lanka,62
odi,1988,1,1,England,133
odi,1988,1,2,Pakistan,120
odi,1988,1,3,West Indies,120
odi,1988,1,4,Australia,110
odi,1988,1,5,India,103
odi,1988,1,6,New Zealand,76
odi,1988,1,7,Sri Lanka,62
odi,1988,2,1,England,130
odi,1988,2,2,West Indies,124
odi,1988,2,3,Pakistan,120
odi,1988,2,4,Australia,113
odi,1988,2,5,India,98
odi,1988,2,6,New Zealand,77
odi,1988,2,7,Sri Lanka,59
odi,1988,3,1,England,130
odi,1988,3,2,West Indies,124
odi,1988,3,3,Pakistan,120
odi,1988,3,4,Australia,113
odi,1988,3,5,India,98
odi,1988,3,6,New Zealand,77
odi,1988,3,7,Sri Lanka,59
odi,1988,4,1,West Indies,130
odi,1988,4,2,England,125
odi,1988,4,3,Pakistan,114
odi,1988,4,4,Australia,113
odi,1988,4,5,India,100
odi,1988,4,6,New Zealand,83
odi,1988,4,7,Sri Lanka,57
odi,1988,5,1,West Indies,129
odi,1988,5,2,England,127
odi,1988,5,3,Pakistan,114
odi,1988,5,4,Australia,113
odi,1988,5,5,India,100
odi,1988,5,6,New Zealand,83
odi,1988,5,7,Sri Lanka,57
odi,1988,8,1,England,131
odi,1988,8,2,West Indies,127
odi,1988,8,3,Australia,116
odi,1988,8,4,Pakistan,110
odi,1988,8,5,India,102
odi,1988,8,6,New Zealand,81
odi,1988,8,7,Sri Lanka,54
odi,1988,9,1,England,132
odi,1988,9,2,West Indies,127
odi,1988,9,3,Australia,116
odi,1988,9,4,Pakistan,110
odi,1988,9,5,India,102
odi,1988,9,6,New Zealand,81
odi,1988,9,7,Sri Lanka,53
odi,1988,10,1,England,132
odi,1988,10,2,West Indies,127
odi,1988,10,3,Australia,113
odi,1988,10,4,Pakistan,113
odi,1988,10,5,India,102
odi,1988,10,6,New Zealand,81
odi,1988,10,7,Sri Lanka,53
odi,1988,11,1,England,132
odi,1988,11,2,West Indies,124
odi,1988,11,3,Australia,113
odi,1988,11,4,Pakistan,109
odi,1988,11,5,India,101
odi,1988,11,6,New Zealand,81
odi,1988,11,7,Sri Lanka,63
odi,1988,12,1,England,132
odi,1988,12,2,West Indies,125
odi,1988,12,3,Australia,113
odi,1988,12,4,Pakistan,108
odi,1988,12,5,India,101
odi,1988,12,6,New Zealand,81
odi,1988,12,7,Sri Lanka,63
odi,1989,1,1,England,132
odi,1989,1,2,West Indies,130
odi,1989,1,3,Australia,112
odi,1989,1,4,India,105
odi,1989,1,5,Pakistan,104
odi,1989,1,6,New Zealand,75
odi,1989,1,7,Sri Lanka,63
odi,1989,2,1,England,132
odi,1989,2,2,West Indies,125
odi,1989,2,3,Australia,117
odi,1989,2,4,India,105
odi,1989,2,5,Pakistan,103
odi,1989,2,6,New Zealand,79
odi,1989,2,7,Sri Lanka,63
odi,1989,3,1,England,132
odi,1989,3,2,West Indies,125
odi,1989,3,3,Australia,117
odi,1989,3,4,India,105
odi,1989,3,5,Pakistan,101
odi,1989,3,6,New Zealand,83
odi,1989,3,7,Sri Lanka,63
odi,1989,5,1,England,134
odi,1989,5,2,West Indies,128
odi,1989,5,3,Australia,116
odi,1989,5,4,India,101
odi,1989,5,5,Pakistan,99
odi,1989,5,6,New Zealand,87
odi,1989,5,7,Sri Lanka,62
odi,1989,8,1,West Indies,129
odi,1989,8,2,England,127
odi,1989,8,3,Australia,123
odi,1989,8,4,India,100
odi,1989,8,5,Pakistan,93
odi,1989,8,6,New Zealand,88
odi,1989,8,7,Sri Lanka,63
odi,1989,10,1,West Indies,130
odi,1989,10,2,England,127
odi,1989,10,3,Australia,123
odi,1989,10,4,India,99
odi,1989,10,5,Pakistan,93
odi,1989,10,6,New Zealand,88
odi,1989,10,7,Sri Lanka,63
odi,1989,11,1,West Indies,119
odi,1989,11,2,England,119
odi,1989,11,3,Australia,116
odi,1989,11,4,Pakistan,112
odi,1989,11,5,India,101
odi,1989,11,6,New Zealand,88
odi,1989,11,7,Sri Lanka,67
odi,1989,12,1,West Indies,119
odi,1989,12,2,England,119
odi,1989,12,3,Australia,116
odi,1989,12,4,Pakistan,113
odi,1989,12,5,India,99
odi,1989,12,6,New Zealand,88
odi,1989,12,7,Sri Lanka,67
odi,1990,1,1,Australia,119
odi,1990,1,2,West Indies,119
odi,1990,1,3,England,119
odi,1990,1,4,Pakistan,110
odi,1990,1,5,India,98
odi,1990,1,6,New Zealand,88
odi,1990,1,7,Sri Lanka,71
odi,1990,2,1,Australia,120
odi,1990,2,2,West Indies,119
odi,1990,2,3,England,119
odi,1990,2,4,Pakistan,111
odi,1990,2,5,India,98
odi,1990,2,6,New Zealand,88
odi,1990,2,7,Sri Lanka,70
odi,1990,3,1,Australia,120
odi,1990,3,2,West Indies,119
odi,1990,3,3,England,119
odi,1990,3,4,Pakistan,111
odi,1990,3,5,India,96
odi,1990,3,6,New Zealand,92
odi,1990,3,7,Sri Lanka,68
odi,1990,4,1,West Indies,124
odi,1990,4,2,Australia,123
odi,1990,4,3,Pakistan,111
odi,1990,4,4,England,109
odi,1990,4,5,India,96
odi,1990,4,6,New Zealand,86
odi,1990,4,7,Sri Lanka,68
odi,1990,5,1,Australia,124
odi,1990,5,2,West Indies,124
odi,1990,5,3,Pakistan,112
odi,1990,5,4,England,109
odi,1990,5,5,India,92
odi,1990,5,6,New Zealand,85
odi,1990,5,7,Sri Lanka,71
odi,1990,7,1,West Indies,124
odi,1990,7,2,Australia,122
odi,1990,7,3,Pakistan,114
odi,1990,7,4,England,104
odi,1990,7,5,India,94
odi,1990,7,6,New Zealand,87
odi,1990,7,7,Sri Lanka,71
odi,1990,8,1,Australia,122
odi,1990,8,2,West Indies,121
odi,1990,8,3,Pakistan,117
odi,1990,8,4,India,95
odi,1990,8,5,England,89
odi,1990,8,6,New Zealand,88
odi,1990,8,7,Sri Lanka,76
odi,1990,11,1,Australia,122
odi,1990,11,2,West Indies,121
odi,1990,11,3,Pakistan,118
odi,1990,11,4,India,95
odi,1990,11,5,England,89
odi,1990,11,6,New Zealand,86
odi,1990,11,7,Sri Lanka,76
odi,1990,12,1,Pakistan,124
odi,1990,12,2,Australia,122
odi,1990,12,3,West Indies,114
odi,1990,12,4,India,95
odi,1990,12,5,New Zealand,86
odi,1990,12,6,England,84
odi,1990,12,7,Sri Lanka,76
odi,1991,1,1,Pakistan,122
odi,1991,1,2,Australia,121
odi,1991,1,3,West Indies,114
odi,1991,1,4,India,91
odi,1991,1,5,New Zealand,87
odi,1991,1,6,England,85
odi,1991,1,7,Sri Lanka,85
odi,1991,2,1,Australia,123
odi,1991,2,2,Pakistan,122
odi,1991,2,3,West Indies,114
